Invoice_ID,Branch,City,Customer_ID,Customer_Type,Gender,Product_Line,Date,Unit_Price,Quantity,Sales_Amount,Profit,Payment_Method
INV1031,Branch B,Yangon,1454,Member,Male,Home & Garden,2024-03-03,65.51402734486733,4,262.0561093794693,78.61683281384079,Credit Card
INV1032,Branch C,Mandalay,1365,Member,Male,Electronics,2024-03-30,129.3800835324437,3,388.14025059733115,116.44207517919934,Cash
INV1033,Branch B,Yangon,2313,Member,Female,Fashion,2024-03-15,281.148385233242,7,1968.038696632694,590.4116089898082,Cash
INV1034,Branch B,Naypyidaw,1402,Normal,Male,Fashion,2024-03-14,134.85666075708508,2,269.71332151417016,80.91399645425105,Credit Card
INV1035,Branch C,Naypyidaw,1057,Member,Female,Food & Beverages,2024-01-25,264.6155041256021,6,1587.6930247536127,476.3079074260838,Credit Card
INV1036,Branch B,Naypyidaw,1520,Normal,Female,Food & Beverages,2024-02-17,185.59638231860419,4,742.3855292744167,222.71565878232502,Credit Card
INV1037,Branch C,Yangon,2327,Member,Female,Home & Garden,2024-02-12,81.66815085180366,6,490.00890511082196,147.00267153324657,Cash
INV1038,Branch C,Naypyidaw,2138,Member,Male,Fashion,2024-02-07,113.1978801851713,4,452.7915207406852,135.83745622220556,E-Wallet
INV1039,Branch A,Mandalay,1209,Normal,Female,Sports & Outdoors,2024-02-10,34.33666538821453,4,137.3466615528581,41.20399846585743,Credit Card
INV1040,Branch C,Mandalay,2064,Member,Female,Fashion,2024-02-14,106.70415214284304,4,426.81660857137217,128.04498257141165,Credit Card
INV1041,Branch A,Yangon,1815,Normal,Female,Food & Beverages,2024-03-28,206.48687419602487,9,1858.381867764224,557.5145603292672,Credit Card
INV1042,Branch C,Mandalay,1172,Normal,Female,Sports & Outdoors,2024-02-09,30.9122169495362,7,216.3855186467534,64.91565559402602,Cash
INV1043,Branch C,Mandalay,1233,Member,Female,Electronics,2024-01-17,69.5664084586285,3,208.6992253758855,62.60976761276565,Cash
INV1044,Branch A,Yangon,1792,Normal,Male,Electronics,2024-03-28,120.61790200986033,3,361.85370602958096,108.55611180887429,E-Wallet
INV1045,Branch A,Naypyidaw,1792,Normal,Female,Health & Beauty,2024-02-26,294.79436573462914,6,1768.766194407775,530.6298583223324,Credit Card
INV1046,Branch C,Naypyidaw,2426,Normal,Female,Food & Beverages,2024-01-02,237.60992865807526,6,1425.6595719484517,427.6978715845355,Cash
INV1047,Branch B,Naypyidaw,2062,Normal,Male,Health & Beauty,2024-03-02,222.71115648271012,4,890.8446259308405,267.25338777925214,E-Wallet
INV1048,Branch A,Yangon,1118,Normal,Female,Sports & Outdoors,2024-03-28,43.695377392379335,9,393.258396531414,117.9775189594242,Credit Card
INV1049,Branch B,Mandalay,1334,Normal,Male,Food & Beverages,2024-01-09,236.4888091483475,4,945.95523659339,283.786570978017,Cash
INV1050,Branch B,Naypyidaw,2359,Normal,Female,Home & Garden,2024-03-08,237.72795533964438,9,2139.5515980567993,641.8654794170398,Credit Card
INV1051,Branch B,Naypyidaw,2097,Normal,Male,Fashion,2024-03-21,184.3197817310552,4,737.2791269242208,221.18373807726624,Credit Card
INV1052,Branch A,Yangon,2214,Member,Male,Home & Garden,2024-01-17,297.2049167795278,2,594.4098335590556,178.32295006771668,Cash
INV1053,Branch B,Naypyidaw,1323,Member,Female,Sports & Outdoors,2024-02-19,104.32363271812007,2,208.64726543624013,62.594179630872034,Cash
INV1054,Branch A,Yangon,2010,Normal,Female,Food & Beverages,2024-02-09,282.96900999013695,5,1414.8450499506848,424.45351498520546,Cash
INV1055,Branch B,Mandalay,2170,Member,Female,Sports & Outdoors,2024-02-27,275.27202333738603,4,1101.0880933495441,330.3264280048632,Credit Card
INV1056,Branch C,Yangon,1283,Normal,Male,Fashion,2024-03-15,13.329391327319573,7,93.30573929123702,27.991721787371105,Credit Card
INV1057,Branch C,Yangon,1212,Normal,Male,Electronics,2024-03-25,140.5337926776952,5,702.668963388476,210.80068901654278,E-Wallet
INV1058,Branch A,Yangon,1928,Member,Male,Electronics,2024-01-21,293.36022758495625,6,1760.1613655097376,528.0484096529212,Credit Card
INV1059,Branch C,Yangon,1751,Normal,Female,Sports & Outdoors,2024-01-18,39.90519509834198,4,159.6207803933679,47.88623411801037,Cash
INV1060,Branch C,Mandalay,2417,Normal,Male,Health & Beauty,2024-02-24,168.85756137116263,2,337.71512274232526,101.31453682269758,Credit Card
INV1061,Branch B,Mandalay,1338,Normal,Male,Food & Beverages,2024-01-29,293.8976770419202,9,2645.079093377282,793.5237280131845,E-Wallet
INV1062,Branch A,Naypyidaw,2045,Normal,Female,Food & Beverages,2024-01-24,171.09367299069945,7,1197.6557109348962,359.29671328046885,E-Wallet
INV1063,Branch B,Mandalay,1104,Member,Male,Electronics,2024-03-14,65.04643786192523,4,260.1857514477009,78.05572543431028,Cash
INV1064,Branch B,Mandalay,2489,Normal,Male,Home & Garden,2024-01-17,178.83313672685102,3,536.499410180553,160.9498230541659,Cash
INV1065,Branch B,Naypyidaw,2482,Normal,Female,Fashion,2024-01-18,69.28776644536859,3,207.86329933610577,62.35898980083173,E-Wallet
INV1066,Branch B,Mandalay,2455,Normal,Male,Home & Garden,2024-02-11,160.71423623940044,9,1446.428126154604,433.92843784638114,E-Wallet
INV1067,Branch B,Yangon,1769,Member,Female,Home & Garden,2024-03-24,31.47224319458092,5,157.3612159729046,47.20836479187138,E-Wallet
INV1068,Branch B,Yangon,1715,Normal,Female,Sports & Outdoors,2024-02-14,185.58997407217734,3,556.769922216532,167.03097666495958,Cash
INV1069,Branch B,Naypyidaw,1762,Member,Female,Electronics,2024-03-22,159.8690823471659,5,799.3454117358294,239.80362352074883,E-Wallet
INV1070,Branch A,Naypyidaw,2244,Member,Female,Electronics,2024-01-17,224.6467969408243,2,449.2935938816486,134.78807816449458,E-Wallet
INV1071,Branch C,Naypyidaw,1378,Normal,Female,Electronics,2024-03-13,192.90313663604766,4,771.6125465441906,231.4837639632572,Cash
INV1072,Branch B,Yangon,2245,Normal,Male,Sports & Outdoors,2024-01-14,169.38581787391942,2,338.77163574783884,101.63149072435165,Credit Card
INV1073,Branch B,Mandalay,2281,Member,Male,Health & Beauty,2024-02-18,210.03586628195512,2,420.07173256391025,126.02151976917307,Credit Card
INV1074,Branch B,Yangon,1712,Normal,Female,Home & Garden,2024-01-29,51.74315493594695,8,413.9452394875756,124.18357184627267,E-Wallet
INV1075,Branch B,Naypyidaw,2390,Member,Female,Sports & Outdoors,2024-01-04,182.65430176499518,1,182.65430176499518,54.796290529498556,Credit Card
INV1076,Branch B,Mandalay,2372,Member,Male,Food & Beverages,2024-03-22,59.912074818605525,7,419.3845237302387,125.8153571190716,Credit Card
INV1077,Branch B,Mandalay,1224,Normal,Female,Fashion,2024-01-20,278.4014402770455,5,1392.0072013852273,417.60216041556816,Credit Card
INV1078,Branch C,Yangon,1737,Normal,Female,Health & Beauty,2024-02-16,29.81689040522522,8,238.53512324180176,71.56053697254052,Credit Card
INV1079,Branch C,Naypyidaw,1235,Member,Female,Food & Beverages,2024-01-09,134.80867741033006,1,134.80867741033006,40.44260322309902,E-Wallet
INV1080,Branch B,Yangon,1182,Member,Male,Home & Garden,2024-03-17,211.781268520079,7,1482.468879640553,444.7406638921659,Credit Card
INV1081,Branch C,Mandalay,1711,Member,Male,Electronics,2024-03-19,142.82644138379504,5,714.1322069189753,214.23966207569256,Credit Card
INV1082,Branch A,Yangon,1443,Member,Female,Home & Garden,2024-01-27,36.707623437541685,4,146.83049375016674,44.04914812505002,Cash
INV1083,Branch B,Yangon,1622,Normal,Female,Sports & Outdoors,2024-01-15,170.47991467674512,7,1193.359402737216,358.0078208211648,E-Wallet
INV1084,Branch A,Naypyidaw,2029,Normal,Male,Fashion,2024-01-19,196.07325355993282,2,392.14650711986565,117.6439521359597,Cash
INV1085,Branch A,Naypyidaw,2259,Normal,Male,Sports & Outdoors,2024-03-30,214.09977018724723,1,214.09977018724723,64.22993105617417,Cash
INV1086,Branch B,Mandalay,2150,Normal,Female,Health & Beauty,2024-02-21,118.24534619420008,1,118.24534619420008,35.47360385826002,E-Wallet
INV1087,Branch C,Yangon,2127,Normal,Female,Health & Beauty,2024-01-26,173.46139159834104,1,173.46139159834104,52.03841747950231,Credit Card
INV1088,Branch A,Yangon,1748,Member,Male,Fashion,2024-03-29,140.6990777322848,5,703.4953886614239,211.04861659842717,Cash
INV1089,Branch B,Yangon,1154,Normal,Male,Food & Beverages,2024-01-26,204.8962512381535,7,1434.2737586670744,430.2821276001223,E-Wallet
INV1090,Branch A,Mandalay,1256,Normal,Male,Food & Beverages,2024-01-26,179.23152052419738,2,358.46304104839476,107.53891231451843,Credit Card
INV1091,Branch A,Mandalay,1234,Normal,Female,Health & Beauty,2024-02-15,162.46930367214912,8,1299.754429377193,389.9263288131579,E-Wallet
INV1092,Branch A,Naypyidaw,1499,Normal,Male,Health & Beauty,2024-02-18,82.3620663830921,4,329.4482655323684,98.83447965971051,Cash
INV1093,Branch A,Naypyidaw,1288,Normal,Female,Electronics,2024-03-22,10.585370146987836,3,31.75611044096351,9.526833132289052,Credit Card
INV1094,Branch C,Naypyidaw,1509,Member,Male,Food & Beverages,2024-02-22,60.483685840314486,8,483.8694867225159,145.16084601675476,Credit Card
INV1095,Branch A,Yangon,1708,Member,Male,Fashion,2024-01-03,43.94915201300891,2,87.89830402601783,26.369491207805346,E-Wallet
INV1096,Branch A,Yangon,1784,Member,Male,Food & Beverages,2024-03-06,140.23457605317455,3,420.7037281595236,126.21111844785707,Credit Card
INV1097,Branch A,Naypyidaw,1893,Normal,Male,Electronics,2024-02-11,187.55486372093495,3,562.6645911628049,168.79937734884146,Cash
INV1098,Branch C,Yangon,1775,Member,Female,Sports & Outdoors,2024-01-19,71.79465251859438,1,71.79465251859438,21.53839575557831,Cash
INV1099,Branch A,Naypyidaw,1297,Member,Female,Health & Beauty,2024-01-17,282.32655783048426,6,1693.9593469829056,508.18780409487164,Cash
INV1100,Branch A,Mandalay,1136,Normal,Male,Health & Beauty,2024-02-02,11.937817474927456,2,23.875634949854913,7.162690484956474,E-Wallet
INV1101,Branch C,Naypyidaw,1375,Normal,Female,Electronics,2024-03-16,233.96729439794944,1,233.96729439794944,70.19018831938483,Credit Card
INV1102,Branch C,Mandalay,1086,Normal,Male,Fashion,2024-02-18,191.30938316382824,2,382.6187663276565,114.78562989829695,Credit Card
INV1103,Branch C,Yangon,2442,Member,Male,Health & Beauty,2024-02-25,118.33089230382775,6,709.9853538229665,212.99560614688997,Credit Card
INV1104,Branch A,Naypyidaw,2222,Member,Male,Home & Garden,2024-03-03,24.641793879598296,4,98.56717551839319,29.570152655517955,Cash
INV1105,Branch C,Yangon,2486,Normal,Male,Health & Beauty,2024-01-03,191.971105817441,6,1151.8266349046462,345.54799047139386,Credit Card
INV1106,Branch C,Mandalay,1436,Normal,Female,Home & Garden,2024-02-18,121.82791873103794,9,1096.4512685793416,328.93538057380243,Cash
INV1107,Branch A,Mandalay,2333,Member,Male,Electronics,2024-02-24,281.51747042983357,8,2252.1397634386685,675.6419290316005,Credit Card
INV1108,Branch C,Mandalay,2304,Member,Male,Electronics,2024-01-26,167.1771217180321,1,167.1771217180321,50.153136515409635,Cash
INV1109,Branch A,Yangon,2346,Normal,Female,Health & Beauty,2024-03-12,282.4989382751174,8,2259.991506200939,677.9974518602817,Credit Card
INV1110,Branch B,Yangon,1763,Normal,Male,Food & Beverages,2024-02-21,73.94027110725818,9,665.4624399653237,199.63873198959712,E-Wallet
INV1111,Branch C,Yangon,1701,Member,Male,Home & Garden,2024-01-07,220.46051400558994,6,1322.7630840335396,396.82892521006187,E-Wallet
INV1112,Branch B,Yangon,1941,Normal,Male,Fashion,2024-02-15,189.00221604613046,5,945.0110802306523,283.5033240691957,Cash
INV1113,Branch A,Mandalay,1151,Member,Female,Health & Beauty,2024-02-15,224.42838665108042,6,1346.5703199064824,403.9710959719447,Cash
INV1114,Branch C,Mandalay,2325,Member,Male,Fashion,2024-01-16,72.25368055203566,6,433.52208331221397,130.05662499366417,Credit Card
INV1115,Branch A,Naypyidaw,2301,Member,Female,Health & Beauty,2024-01-24,202.8484097089544,9,1825.6356873805896,547.6907062141769,Credit Card
INV1116,Branch B,Naypyidaw,2031,Member,Male,Food & Beverages,2024-03-01,154.431713986492,4,617.726855945968,185.3180567837904,E-Wallet
INV1117,Branch A,Yangon,1806,Normal,Male,Food & Beverages,2024-02-23,225.4192427228317,2,450.8384854456634,135.251545633699,Credit Card
INV1118,Branch C,Mandalay,1234,Normal,Female,Food & Beverages,2024-03-02,104.84294680402715,9,943.5865212362444,283.0759563708733,Cash
INV1119,Branch C,Mandalay,1674,Member,Male,Sports & Outdoors,2024-01-01,268.1165373849232,2,536.2330747698464,160.86992243095392,Cash
INV1120,Branch B,Mandalay,1560,Member,Male,Food & Beverages,2024-02-18,34.44738123729161,9,310.0264311356245,93.00792934068734,Cash
INV1121,Branch A,Naypyidaw,2325,Member,Female,Electronics,2024-01-25,244.08490244944454,2,488.1698048988891,146.45094146966673,Cash
INV1122,Branch C,Naypyidaw,1037,Member,Female,Electronics,2024-01-10,259.78269148637634,8,2078.2615318910107,623.4784595673032,Cash
INV1123,Branch B,Mandalay,2159,Member,Female,Sports & Outdoors,2024-03-20,247.00317029637816,9,2223.0285326674034,666.908559800221,E-Wallet
INV1124,Branch C,Mandalay,1821,Normal,Female,Home & Garden,2024-01-16,158.69065433591504,9,1428.2158890232354,428.4647667069706,E-Wallet
INV1125,Branch C,Mandalay,1420,Normal,Female,Fashion,2024-02-27,137.13164420892076,9,1234.1847978802869,370.25543936408604,Cash
INV1126,Branch A,Naypyidaw,2242,Normal,Male,Health & Beauty,2024-03-12,298.9160630922143,2,597.8321261844286,179.34963785532858,Credit Card
INV1127,Branch C,Mandalay,1347,Normal,Female,Health & Beauty,2024-01-29,76.45986585210701,4,305.83946340842806,91.75183902252842,Cash
INV1128,Branch A,Mandalay,2102,Member,Male,Sports & Outdoors,2024-01-06,168.59403010405293,7,1180.1582107283705,354.04746321851115,E-Wallet
INV1129,Branch C,Yangon,1747,Member,Male,Electronics,2024-01-16,204.49590236087442,2,408.99180472174885,122.69754141652464,Cash
INV1130,Branch B,Yangon,1272,Member,Male,Health & Beauty,2024-01-20,213.25161439981528,1,213.25161439981528,63.975484319944584,E-Wallet
INV1131,Branch C,Naypyidaw,2184,Member,Female,Electronics,2024-03-20,69.16715306418783,3,207.5014591925635,62.25043775776904,E-Wallet
INV1132,Branch A,Mandalay,1307,Member,Female,Home & Garden,2024-03-11,199.65828677854236,4,798.6331471141694,239.58994413425083,Cash
INV1133,Branch A,Mandalay,2397,Normal,Male,Fashion,2024-03-18,247.3271742795878,8,1978.6173942367025,593.5852182710107,Cash
INV1134,Branch B,Yangon,1975,Member,Female,Home & Garden,2024-02-12,24.50538727812254,6,147.03232366873524,44.10969710062057,Credit Card
INV1135,Branch C,Naypyidaw,1732,Normal,Female,Sports & Outdoors,2024-01-26,274.34117506434177,2,548.6823501286835,164.60470503860506,E-Wallet
INV1136,Branch C,Yangon,2032,Normal,Female,Food & Beverages,2024-03-30,18.556175992109722,9,167.0055839289875,50.10167517869625,Credit Card
INV1137,Branch B,Yangon,1443,Normal,Female,Food & Beverages,2024-03-18,113.23159942163436,2,226.4631988432687,67.93895965298061,Cash
INV1138,Branch C,Yangon,2136,Normal,Male,Food & Beverages,2024-03-11,14.585826907559,5,72.929134537795,21.878740361338497,E-Wallet
INV1139,Branch C,Yangon,2228,Member,Male,Home & Garden,2024-02-02,32.372098876478745,4,129.48839550591498,38.846518651774495,Credit Card
INV1140,Branch A,Mandalay,1404,Normal,Female,Health & Beauty,2024-01-26,274.2388027022229,7,1919.6716189155604,575.9014856746682,Credit Card
INV1141,Branch C,Mandalay,1852,Normal,Male,Fashion,2024-02-14,112.90964091638287,8,903.277127331063,270.9831381993189,Credit Card
INV1142,Branch C,Yangon,2220,Normal,Female,Food & Beverages,2024-03-24,133.18374382326533,5,665.9187191163267,199.775615734898,Cash
INV1143,Branch B,Naypyidaw,1777,Member,Female,Sports & Outdoors,2024-03-03,72.44987060094027,5,362.24935300470133,108.6748059014104,Cash
INV1144,Branch B,Naypyidaw,1114,Member,Male,Sports & Outdoors,2024-03-07,183.15777335414873,2,366.31554670829746,109.89466401248923,Cash
INV1145,Branch A,Naypyidaw,2144,Member,Male,Food & Beverages,2024-02-21,182.492932256559,8,1459.943458052472,437.98303741574153,E-Wallet
INV1146,Branch C,Naypyidaw,1064,Normal,Male,Food & Beverages,2024-03-08,117.93811362931358,2,235.87622725862715,70.76286817758815,Cash
INV1147,Branch C,Yangon,2299,Normal,Female,Fashion,2024-01-26,106.58011282356553,6,639.4806769413932,191.84420308241795,E-Wallet
INV1148,Branch C,Mandalay,1824,Member,Male,Food & Beverages,2024-03-15,266.63964937237046,8,2133.1171949789637,639.9351584936891,Credit Card
INV1149,Branch A,Naypyidaw,1238,Normal,Female,Fashion,2024-01-02,121.1524294962384,6,726.9145769774304,218.07437309322913,Credit Card
INV1150,Branch A,Yangon,1301,Member,Male,Sports & Outdoors,2024-01-14,153.1152877247784,4,612.4611508991136,183.73834526973408,Cash
INV1151,Branch B,Naypyidaw,2415,Member,Male,Food & Beverages,2024-01-30,92.15838110322989,4,368.63352441291954,110.59005732387585,Credit Card
INV1152,Branch A,Naypyidaw,1968,Normal,Female,Home & Garden,2024-02-18,238.16315597356694,6,1428.9789358414016,428.69368075242045,Cash
INV1153,Branch C,Yangon,1368,Normal,Female,Home & Garden,2024-01-12,125.25996550073657,4,501.0398620029463,150.31195860088388,E-Wallet
INV1154,Branch C,Mandalay,1232,Normal,Female,Sports & Outdoors,2024-03-30,158.9472034978541,8,1271.5776279828328,381.4732883948498,Credit Card
INV1155,Branch A,Mandalay,1194,Normal,Female,Fashion,2024-02-13,83.47357931730181,9,751.2622138557163,225.37866415671488,Cash
INV1156,Branch C,Yangon,1906,Member,Female,Home & Garden,2024-02-02,296.421281778963,1,296.421281778963,88.9263845336889,Credit Card
INV1157,Branch C,Mandalay,2035,Member,Female,Fashion,2024-01-13,94.53376486787964,4,378.13505947151856,113.44051784145556,Credit Card
INV1158,Branch A,Yangon,1920,Member,Female,Home & Garden,2024-03-18,233.51533396261,4,934.06133585044,280.218400755132,Cash
INV1159,Branch A,Yangon,1688,Member,Female,Home & Garden,2024-03-28,133.97373860346016,2,267.9474772069203,80.38424316207609,Credit Card
INV1160,Branch C,Yangon,1176,Member,Male,Fashion,2024-01-26,69.80304747440056,6,418.81828484640334,125.645485453921,Credit Card
INV1161,Branch C,Mandalay,1216,Normal,Female,Health & Beauty,2024-01-21,241.91844154980976,3,725.7553246494292,217.72659739482876,Credit Card
INV1162,Branch C,Yangon,2034,Member,Female,Home & Garden,2024-01-28,106.74596881842253,7,747.2217817289577,224.1665345186873,Credit Card
INV1163,Branch B,Naypyidaw,2469,Member,Male,Food & Beverages,2024-02-17,260.90607074536524,5,1304.5303537268262,391.35910611804786,E-Wallet
INV1164,Branch B,Mandalay,1629,Member,Female,Sports & Outdoors,2024-02-09,275.42458362616867,4,1101.6983345046747,330.5095003514024,Credit Card
INV1165,Branch B,Mandalay,1163,Normal,Male,Health & Beauty,2024-03-06,259.34891226347,5,1296.7445613173502,389.02336839520507,Credit Card
INV1166,Branch A,Mandalay,1052,Normal,Male,Fashion,2024-03-13,20.152295293973637,8,161.2183623517891,48.365508705536726,Cash
INV1167,Branch B,Mandalay,1217,Normal,Female,Health & Beauty,2024-03-27,238.3382700514806,3,715.0148101544419,214.50444304633257,E-Wallet
INV1168,Branch A,Naypyidaw,1998,Normal,Male,Electronics,2024-03-19,129.28844528475173,7,905.0191169932621,271.50573509797863,Cash
INV1169,Branch A,Mandalay,1823,Member,Female,Electronics,2024-03-17,263.37964685284527,6,1580.2778811170715,474.0833643351214,Cash
INV1170,Branch B,Mandalay,2383,Member,Male,Home & Garden,2024-01-23,195.00673617857424,1,195.00673617857424,58.50202085357227,Cash
INV1171,Branch B,Yangon,1384,Normal,Male,Home & Garden,2024-03-21,251.75650890174794,7,1762.2955623122355,528.6886686936706,E-Wallet
INV1172,Branch B,Mandalay,1055,Normal,Male,Food & Beverages,2024-02-17,154.83521326138225,7,1083.8464928296758,325.1539478489027,Cash
INV1173,Branch C,Naypyidaw,1117,Member,Female,Sports & Outdoors,2024-01-02,165.1573963336905,1,165.1573963336905,49.547218900107154,Cash
INV1174,Branch B,Naypyidaw,1899,Member,Female,Health & Beauty,2024-03-24,51.8724133187635,9,466.8517198688715,140.05551596066144,Cash
INV1175,Branch C,Naypyidaw,2276,Normal,Male,Electronics,2024-01-20,237.35633401991308,6,1424.1380041194784,427.2414012358435,Credit Card
INV1176,Branch A,Naypyidaw,1797,Normal,Male,Home & Garden,2024-02-28,131.6229873834218,2,263.2459747668436,78.97379243005307,Cash
INV1177,Branch C,Mandalay,1779,Normal,Female,Sports & Outdoors,2024-02-15,155.02323429875895,5,775.1161714937948,232.53485144813843,E-Wallet
INV1178,Branch B,Mandalay,2015,Normal,Female,Health & Beauty,2024-01-03,237.6783370877552,4,950.7133483510208,285.21400450530626,E-Wallet
INV1179,Branch A,Naypyidaw,1802,Member,Male,Home & Garden,2024-02-24,183.6651660230373,7,1285.6561621612611,385.6968486483783,Credit Card
INV1180,Branch A,Naypyidaw,1844,Member,Male,Home & Garden,2024-01-12,68.31863095837355,8,546.5490476669884,163.96471430009652,E-Wallet
INV1181,Branch A,Mandalay,2203,Member,Female,Electronics,2024-02-09,181.1674711537589,1,181.1674711537589,54.35024134612767,E-Wallet
INV1182,Branch C,Naypyidaw,2438,Normal,Female,Electronics,2024-03-06,128.2135288141002,5,641.0676440705009,192.32029322115028,Credit Card
INV1183,Branch B,Yangon,2258,Normal,Female,Home & Garden,2024-03-18,146.16240719272017,3,438.48722157816053,131.54616647344815,Cash
INV1184,Branch A,Naypyidaw,1854,Member,Female,Fashion,2024-01-16,18.21026957677366,1,18.21026957677366,5.463080873032097,Credit Card
INV1185,Branch A,Naypyidaw,1707,Member,Female,Home & Garden,2024-03-23,70.90851135972167,3,212.72553407916502,63.8176602237495,Cash
INV1186,Branch A,Yangon,2103,Member,Male,Sports & Outdoors,2024-02-03,91.50104360049819,6,549.0062616029892,164.70187848089674,Cash
INV1187,Branch C,Yangon,1021,Member,Female,Home & Garden,2024-02-13,216.75840227905366,7,1517.3088159533756,455.1926447860127,E-Wallet
INV1188,Branch C,Mandalay,1842,Normal,Male,Food & Beverages,2024-01-06,13.332817256453442,8,106.66253805162754,31.99876141548826,Credit Card
INV1189,Branch B,Mandalay,2463,Member,Female,Food & Beverages,2024-03-17,128.5454057564483,4,514.1816230257932,154.25448690773797,E-Wallet
INV1190,Branch C,Yangon,2116,Member,Male,Food & Beverages,2024-03-04,277.9677924234625,3,833.9033772703876,250.17101318111628,E-Wallet
INV1191,Branch A,Yangon,1191,Member,Female,Fashion,2024-01-22,42.445378799245916,5,212.2268939962296,63.66806819886887,Cash
INV1192,Branch B,Mandalay,2018,Member,Female,Fashion,2024-01-18,159.7630725833972,9,1437.8676532505747,431.3602959751724,E-Wallet
INV1193,Branch A,Naypyidaw,2126,Member,Male,Home & Garden,2024-01-12,238.09149089334565,6,1428.548945360074,428.56468360802216,Credit Card
